"ncm;nves;nves_nm;pais_origem;fob_kg_minimo_dolar_truncado;fob_kg_maximo_dolar_truncado;fob_kg_media_dolar_truncado;fob_kg_mediana_dolar_truncado;fob_kg_desvio_padrao_dolar_truncado;fob_kg_quartil1_truncado;fob_kg_quartil3_truncado;fob_ume_minimo_dolar_truncado;fob_ume_maximo_dolar_truncado;fob_ume_media_dolar_truncado;fob_ume_mediana_dolar_truncado;fob_ume_desvio_padrao_dolar_truncado;fob_ume_quartil1_truncado;fob_ume_quartil3_truncado;vmle_soma_dolar_truncado;peso_liq_soma_truncado;qtd_ume_soma_truncado;frete_minimo_dolar_truncado;frete_media_dolar_truncado;frete_mediana_dolar_truncado;frete_maximo_dolar_truncado;frete_desvio_padrao_dolar_truncado;seguro_minimo_dolar_truncado;seguro_media_dolar_truncado;seguro_mediana_dolar_truncado;seguro_maximo_dolar_truncado;seguro_desvio_padrao_dolar_truncado;ume"
"72072000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.75;1.28;1.0;0.917;0.205;0.912;1.12;0.75;1.28;1.0;0.917;0.205;0.912;1.12;436000.0;420000.0;420000.0;1820.0;5140.0;2500.0;9600.0;3830.0;0.0;64.4;0.0;175.0;84.2;Quilograma"
"72083890;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.537;0.571;0.556;0.559;0.012;0.549;0.563;0.537;0.571;0.556;0.559;0.012;0.549;0.563;4200000.0;7610000.0;7610000.0;11000.0;49200.0;36900.0;112000.0;39100.0;98.6;251.0;226.0;507.0;150.0;Quilograma"
"72083910;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.563;0.59;0.573;0.569;0.0104;0.563;0.583;0.563;0.59;0.573;0.569;0.0104;0.563;0.583;9980000.0;17300000.0;17300000.0;6090.0;48600.0;35900.0;180000.0;53600.0;30.4;377.0;182.0;1440.0;479.0;Quilograma"
"72083990;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.301;0.679;0.569;0.571;0.101;0.556;0.614;0.301;0.679;0.569;0.571;0.101;0.556;0.614;14800000.0;26800000.0;26800000.0;2070.0;116000.0;6400.0;493000.0;181000.0;0.0;283.0;112.0;1300.0;431.0;Quilograma"
"72085100;S/NVE;S/NVE;ALEMANHA;1.09;2.11;1.23;1.17;0.249;1.11;1.17;1.09;2.11;1.23;1.17;0.249;1.11;1.17;456000.0;380000.0;380000.0;363.0;1850.0;1730.0;6680.0;1520.0;0.0;6.54;7.84;8.58;2.63;Quilograma"
"72085100;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.708;1.01;0.857;0.852;0.137;0.765;0.943;0.708;1.01;0.857;0.852;0.137;0.765;0.943;245000.0;297000.0;297000.0;2040.0;5050.0;4430.0;9300.0;3070.0;24.0;507.0;222.0;1560.0;708.0;Quilograma"
"72091600;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.614;0.844;0.645;0.635;0.0538;0.622;0.638;0.614;0.844;0.645;0.635;0.0538;0.622;0.638;15600000.0;24500000.0;24500000.0;2400.0;49100.0;29800.0;156000.0;51600.0;15.6;492.0;179.0;1880.0;635.0;Quilograma"
"72091700;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.609;0.852;0.723;0.751;0.0709;0.641;0.751;0.609;0.852;0.723;0.751;0.0709;0.641;0.751;11500000.0;17700000.0;17700000.0;476.0;14600.0;2360.0;140000.0;27900.0;9.91;256.0;48.4;3960.0;676.0;Quilograma"
"72101200;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.844;1.33;1.02;0.971;0.132;0.932;1.11;0.844;1.33;1.02;0.971;0.132;0.932;1.11;2260000.0;2200000.0;2200000.0;364.0;8520.0;2510.0;93700.0;18800.0;0.0;198.0;14.6;2770.0;563.0;Quilograma"
"72104910;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.293;1.54;0.71;0.69;0.17;0.662;0.71;0.293;1.54;0.71;0.69;0.17;0.662;0.71;33300000.0;49100000.0;49100000.0;24.0;24800.0;10800.0;179000.0;38900.0;0.0;301.0;111.0;2240.0;473.0;Quilograma"
"72105000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.78;1.38;1.01;1.02;0.143;0.935;1.03;0.78;1.38;1.01;1.02;0.143;0.935;1.03;3020000.0;3010000.0;3010000.0;146.0;12700.0;9440.0;31400.0;12100.0;2.7;53.1;41.3;247.0;68.3;Quilograma"
"72106100;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.541;1.04;0.753;0.749;0.0807;0.706;0.782;0.541;1.04;0.753;0.749;0.0807;0.706;0.782;27800000.0;37900000.0;37900000.0;2000.0;22100.0;11900.0;156000.0;28400.0;0.0;255.0;107.0;1680.0;373.0;Quilograma"
"72107010;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.709;1.29;0.861;0.842;0.112;0.796;0.912;0.709;1.29;0.861;0.842;0.112;0.796;0.912;13900000.0;16300000.0;16300000.0;130.0;12500.0;9030.0;71500.0;12800.0;0.0;267.0;89.2;3550.0;560.0;Quilograma"
"72109000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.596;1.44;1.06;1.09;0.403;0.744;1.43;0.596;1.44;1.06;1.09;0.403;0.744;1.43;505000.0;581000.0;581000.0;1530.0;6580.0;4000.0;16600.0;6030.0;0.0;90.4;43.0;370.0;141.0;Quilograma"
"72109000;S/NVE;S/NVE;ESTADOS UNIDOS;1.88;10.8;7.31;8.24;3.96;5.73;9.82;1.88;10.8;7.31;8.24;3.96;5.73;9.82;127000.0;15200.0;15200.0;336.0;1190.0;444.0;3540.0;1560.0;1.51;88.8;12.8;328.0;159.0;Quilograma"
"72112920;S/NVE;S/NVE;ALEMANHA;4.78;276.0;75.7;10.9;133.0;5.19;81.4;4.78;276.0;75.7;10.9;133.0;5.19;81.4;92300.0;17400.0;17400.0;0.13;566.0;261.0;1740.0;820.0;0.17;37.6;8.61;133.0;64.0;Quilograma"
"72112920;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.954;1.79;1.37;1.38;0.474;0.974;1.79;0.954;1.79;1.37;1.38;0.474;0.974;1.79;133000.0;101000.0;101000.0;2350.0;2840.0;2650.0;3720.0;653.0;0.0;47.1;40.0;108.0;55.7;Quilograma"
"72123000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.656;1.3;0.834;0.717;0.249;0.7;0.775;0.656;1.3;0.834;0.717;0.249;0.7;0.775;298000.0;382000.0;382000.0;1470.0;6050.0;2750.0;19400.0;6230.0;0.0;58.0;14.9;305.0;99.1;Quilograma"
"72123000;S/NVE;S/NVE;PORTUGAL;1.27;1.68;1.52;1.52;0.0944;1.5;1.56;1.27;1.68;1.52;1.52;0.0944;1.5;1.56;696000.0;457000.0;457000.0;76.8;1210.0;728.0;5920.0;1420.0;0.0;14.0;18.2;26.1;10.2;Quilograma"
"72125090;S/NVE;S/NVE;ALEMANHA;1.97;849.0;87.6;2.43;267.0;2.19;4.6;1.97;849.0;87.6;2.43;267.0;2.19;4.6;124000.0;57200.0;57200.0;1.59;736.0;596.0;3100.0;905.0;0.01;14.0;4.76;97.2;29.5;Quilograma"
"72125090;S/NVE;S/NVE;ESTADOS UNIDOS;2.26;11.9;8.22;9.34;4.15;7.49;10.0;2.26;11.9;8.22;9.34;4.15;7.49;10.0;284000.0;45300.0;45300.0;609.0;3780.0;4170.0;6150.0;2400.0;0.0;33.8;26.1;83.3;41.1;Quilograma"
"72139190;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.516;0.788;0.575;0.555;0.0646;0.549;0.565;0.516;0.788;0.575;0.555;0.0646;0.549;0.565;5440000.0;9920000.0;9920000.0;121.0;24100.0;12000.0;106000.0;29600.0;0.0;100.0;45.4;461.0;144.0;Quilograma"
"72141090;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.665;23.0;10.0;10.1;9.22;1.88;15.3;0.665;23.0;10.0;10.1;9.22;1.88;15.3;74900.0;94000.0;94000.0;1.8;1810.0;190.0;6060.0;2690.0;0.0;28.1;0.339;104.0;45.2;Quilograma"
"72149910;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.617;6.63;0.89;0.648;0.795;0.647;0.648;0.617;6.63;0.89;0.648;0.795;0.647;0.648;1580000.0;2150000.0;2150000.0;0.48;1020.0;658.0;12500.0;1920.0;0.0;10.8;3.01;223.0;37.5;Quilograma"
"72149910;S/NVE;S/NVE;ITALIA;1.5;598.0;68.0;1.7;198.0;1.64;1.88;1.5;598.0;68.0;1.7;198.0;1.64;1.88;378000.0;219000.0;219000.0;0.3;1340.0;1440.0;4330.0;1230.0;0.0;38.0;36.0;109.0;30.0;Quilograma"
"72155000;S/NVE;S/NVE;ALEMANHA;2.86;2330.0;481.0;19.7;1030.0;2.92;42.6;2.86;2330.0;481.0;19.7;1030.0;2.92;42.6;1990.0;357.0;357.0;6.33;19.7;19.3;32.5;11.4;0.07;0.328;0.37;0.58;0.226;Quilograma"
"72155000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.703;4.94;3.35;4.91;2.15;1.31;4.92;0.703;4.94;3.35;4.91;2.15;1.31;4.92;11500.0;10300.0;10300.0;0.03;276.0;119.0;941.0;394.0;0.0;0.042;0.0;0.14;0.0626;Quilograma"
"72162100;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.674;1.67;1.15;1.2;0.295;0.989;1.21;0.674;1.67;1.15;1.2;0.295;0.989;1.21;98500.0;80600.0;80600.0;118.0;903.0;837.0;2910.0;814.0;0.0;21.2;19.8;100.0;29.7;Quilograma"
"72162200;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.05;1.27;1.13;1.13;0.0651;1.08;1.13;1.05;1.27;1.13;1.13;0.0651;1.08;1.13;449000.0;403000.0;403000.0;436.0;3840.0;3850.0;6920.0;2210.0;0.0;57.6;46.3;152.0;61.3;Quilograma"
"72163200;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.629;0.777;0.701;0.73;0.0682;0.629;0.74;0.629;0.777;0.701;0.73;0.0682;0.629;0.74;1360000.0;1970000.0;1970000.0;662.0;17500.0;5620.0;54100.0;21900.0;0.0;159.0;0.0;504.0;230.0;Quilograma"
"72163300;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.629;0.847;0.757;0.776;0.0993;0.704;0.828;0.629;0.847;0.757;0.776;0.0993;0.704;0.828;529000.0;715000.0;715000.0;1520.0;11500.0;8190.0;28400.0;12200.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"72165000;S/NVE;S/NVE;ALEMANHA;1.49;886.0;184.0;13.2;392.0;1.49;17.7;1.49;886.0;184.0;13.2;392.0;1.49;17.7;72100.0;46700.0;46700.0;3.86;1040.0;64.8;2540.0;1360.0;0.02;14.4;1.87;35.0;18.6;Quilograma"
"72166110;S/NVE;S/NVE;ALEMANHA;2.06;200.0;26.4;2.59;62.4;2.32;4.85;2.06;200.0;26.4;2.59;62.4;2.32;4.85;35800.0;13800.0;13800.0;0.44;570.0;67.1;4770.0;1480.0;0.0;5.74;0.0;55.5;17.5;Quilograma"
"72166110;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.866;8.11;3.57;1.46;3.48;0.868;6.55;0.866;8.11;3.57;1.46;3.48;0.868;6.55;52600.0;55000.0;55000.0;18.4;1050.0;827.0;2790.0;1170.0;0.0;36.6;54.7;66.6;33.7;Quilograma"
"72169900;S/NVE;S/NVE;ALEMANHA;14.3;75.3;35.0;26.6;23.8;17.3;43.7;14.3;75.3;35.0;26.6;23.8;17.3;43.7;10300.0;176.0;176.0;0.05;170.0;1.85;1350.0;476.0;0.0;0.0375;0.005;0.15;0.0549;Quilograma"
"72171090;SI.72171090.AA.0001;TRATAMENTO TÉRMICO: Sem tratamento térmico (aspecto de aço comum);CHINA, REPUBLICA POPULAR;0.689;1.2;0.945;0.998;0.23;0.721;1.11;0.689;1.2;0.945;0.998;0.23;0.721;1.11;175000.0;227000.0;227000.0;6.05;3610.0;2900.0;7650.0;3160.0;0.0;7.81;0.0;39.0;17.4;Quilograma"
"72171090;SI.72171090.AA.0001;TRATAMENTO TÉRMICO: Sem tratamento térmico (aspecto de aço comum);TCHECA, REPUBLICA;0.896;1.53;1.17;1.14;0.288;0.904;1.42;0.896;1.53;1.17;1.14;0.288;0.904;1.42;385000.0;357000.0;357000.0;273.0;443.0;447.0;600.0;163.0;0.0;42.6;0.0;112.0;55.1;Quilograma"
"72171090;SI.72171090.AA.0002;TRATAMENTO TÉRMICO: Recozido (superfície preta);CHINA, REPUBLICA POPULAR;0.647;1.2;0.731;0.698;0.102;0.688;0.736;0.647;1.2;0.731;0.698;0.102;0.688;0.736;2560000.0;3660000.0;3660000.0;639.0;5880.0;3120.0;31800.0;6230.0;0.0;44.8;26.1;248.0;57.9;Quilograma"
"72172010;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.951;2.58;1.28;1.16;0.449;1.11;1.25;0.951;2.58;1.28;1.16;0.449;1.11;1.25;523000.0;467000.0;467000.0;160.0;4160.0;3470.0;9750.0;3310.0;0.0;69.6;70.9;150.0;56.1;Quilograma"
"72172090;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.503;23.9;1.16;0.841;2.35;0.762;1.0;0.503;23.9;1.16;0.841;2.35;0.762;1.0;4020000.0;4650000.0;4650000.0;6.05;4660.0;2990.0;21300.0;4260.0;0.0;40.5;0.0;420.0;73.2;Quilograma"
"72172090;S/NVE;S/NVE;TURQUIA;0.755;1.15;0.886;0.847;0.154;0.823;0.851;0.755;1.15;0.886;0.847;0.154;0.823;0.851;360000.0;385000.0;385000.0;431.0;1200.0;1330.0;2100.0;740.0;0.0;22.7;16.7;75.1;30.8;Quilograma"
"72173010;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.913;1.29;1.1;1.12;0.107;1.07;1.14;0.913;1.29;1.1;1.12;0.107;1.07;1.14;347000.0;311000.0;311000.0;365.0;4290.0;3820.0;10200.0;3340.0;0.0;35.6;34.6;90.8;31.6;Quilograma"
"72173090;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.786;8.76;1.66;1.12;1.79;0.941;1.6;0.786;8.76;1.66;1.12;1.79;0.941;1.6;458000.0;368000.0;368000.0;79.0;2450.0;2750.0;6300.0;1500.0;0.0;18.8;0.0;80.0;26.4;Quilograma"
"72179000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.724;8.72;2.35;2.06;2.05;1.03;2.78;0.724;8.72;2.35;2.06;2.05;1.03;2.78;279000.0;191000.0;191000.0;0.77;1580.0;811.0;5650.0;1840.0;0.0;66.4;9.71;293.0;94.8;Quilograma"
"72192100;SI.72192100.AA.9999,SI.72192100.AB.0001;GRAU DE AÇO: Outros, LARGURA (mm): De 600 até 1350;CHINA, REPUBLICA POPULAR;1.29;15.4;7.41;6.43;6.25;3.23;10.6;1.29;15.4;7.41;6.43;6.25;3.23;10.6;33600.0;23200.0;23200.0;15.7;795.0;532.0;2100.0;978.0;2.14;10.3;3.88;31.4;14.1;Quilograma"
"72193300;SI.72193300.AA.9999,SI.72193300.AB.0001,SI.72193300.AC.0002,SI.72193300.AD.0001;GRAU DE AÇO: Outros, ESPESSURA (mm): De 1 até 1,2, TIPO DE ACABAMENTO: 2B - Tratamento térmico, decapagem química e passe final de encruamento em cilindros brilhantes, LARGURA (mm): De 600 até 1350;CHINA, REPUBLICA POPULAR;1.08;1.81;1.32;1.21;0.283;1.2;1.31;1.08;1.81;1.32;1.21;0.283;1.2;1.31;91400.0;72300.0;72300.0;867.0;1520.0;1070.0;2940.0;892.0;7.67;37.1;27.7;90.0;31.6;Quilograma"
"72193300;SI.72193300.AA.9999,SI.72193300.AB.0002,SI.72193300.AC.0002,SI.72193300.AD.0001;GRAU DE AÇO: Outros, ESPESSURA (mm): Superior a 1,2 até 2, TIPO DE ACABAMENTO: 2B - Tratamento térmico, decapagem química e passe final de encruamento em cilindros brilhantes, LARGURA (mm): De 600 até 1350;CHINA, REPUBLICA POPULAR;1.08;1.81;1.29;1.2;0.239;1.2;1.26;1.08;1.81;1.29;1.2;0.239;1.2;1.26;241000.0;186000.0;186000.0;1070.0;3190.0;2870.0;6990.0;2080.0;11.8;74.6;52.5;213.0;74.2;Quilograma"
"72193400;SI.72193400.AA.9999,SI.72193400.AB.0001,SI.72193400.AC.0002,SI.72193400.AD.0001;GRAU DE AÇO: Outros, ESPESSURA (mm): De 0,5 até 0,8, TIPO DE ACABAMENTO: 2B - Tratamento térmico, decapagem química e passe final de encruamento em cilindros brilhantes, LARGURA (mm): De 600 até 1350;CHINA, REPUBLICA POPULAR;1.2;1.84;1.42;1.23;0.319;1.21;1.69;1.2;1.84;1.42;1.23;0.319;1.21;1.69;191000.0;135000.0;135000.0;888.0;2260.0;1680.0;4270.0;1610.0;3.82;43.1;14.4;156.0;59.0;Quilograma"
"72193400;SI.72193400.AA.9999,SI.72193400.AB.0001,SI.72193400.AC.0003,SI.72193400.AD.0001;GRAU DE AÇO: Outros, ESPESSURA (mm): De 0,5 até 0,8, TIPO DE ACABAMENTO: BA/ 2R - Tratamento térmico em atmosfera controlada chamado bright annealed, LARGURA (mm): De 600 até 1350;CHINA, REPUBLICA POPULAR;1.05;1.18;1.1;1.1;0.0411;1.07;1.12;1.05;1.18;1.1;1.1;0.0411;1.07;1.12;288000.0;258000.0;258000.0;968.0;2200.0;2380.0;3870.0;992.0;0.0;34.4;27.0;150.0;45.5;Quilograma"
"72193400;SI.72193400.AA.9999,SI.72193400.AB.0002,SI.72193400.AC.0002,SI.72193400.AD.0001;GRAU DE AÇO: Outros, ESPESSURA (mm): Superior a 0,8 até 1,0, TIPO DE ACABAMENTO: 2B - Tratamento térmico, decapagem química e passe final de encruamento em cilindros brilhantes, LARGURA (mm): De 600 até 1350;CHINA, REPUBLICA POPULAR;1.2;1.83;1.53;1.56;0.321;1.23;1.81;1.2;1.83;1.53;1.56;0.321;1.23;1.81;127000.0;82500.0;82500.0;500.0;1040.0;941.0;2130.0;572.0;3.61;17.9;14.4;45.6;14.9;Quilograma"
"72202090;SI.72202090.AA.9999,SI.72202090.AB.9999,SI.72202090.AC.0001;GRAU DE AÇO: Outros, TIPO DE ACABAMENTO: Outros, LARGURA (mm): Até 100;ALEMANHA;8.8;2270.0;475.0;10.4;904.0;10.4;409.0;8.8;2270.0;475.0;10.4;904.0;10.4;409.0;25400.0;2720.0;2720.0;1.08;46.3;2.58;261.0;105.0;0.0;0.375;0.24;1.1;0.446;Quilograma"
"72209000;SI.72209000.AA.9999,SI.72209000.AB.9999,SI.72209000.AC.0001;GRAU DE AÇO: Outros, TIPO DE ACABAMENTO: Outros, LARGURA (mm): Até 100;CHINA, REPUBLICA POPULAR;4.5;65.4;26.6;18.3;28.7;4.95;40.0;4.5;65.4;26.6;18.3;28.7;4.95;40.0;40400.0;7720.0;7720.0;3.59;1120.0;347.0;3800.0;1810.0;0.0;7.63;1.56;27.4;13.2;Quilograma"
"72209000;SI.72209000.AA.9999,SI.72209000.AB.9999,SI.72209000.AC.0001;GRAU DE AÇO: Outros, TIPO DE ACABAMENTO: Outros, LARGURA (mm): Até 100;ESTADOS UNIDOS;83.9;14700.0;7050.0;6690.0;6120.0;3910.0;9830.0;83.9;14700.0;7050.0;6690.0;6120.0;3910.0;9830.0;5920.0;22.7;22.7;0.11;44.8;1.91;175.0;87.0;0.0;0.957;0.955;1.92;0.953;Quilograma"
"72210000;S/NVE;S/NVE;INDIA;0.856;2.86;2.07;2.21;0.448;2.06;2.24;0.856;2.86;2.07;2.21;0.448;2.06;2.24;760000.0;350000.0;350000.0;132.0;1370.0;750.0;5860.0;1500.0;1.24;18.6;7.22;197.0;47.9;Quilograma"
"72221100;S/NVE;S/NVE;ALEMANHA;3.63;1830.0;209.0;14.9;487.0;6.53;34.8;3.63;1830.0;209.0;14.9;487.0;6.53;34.8;80400.0;8690.0;8690.0;0.38;195.0;134.0;720.0;224.0;0.0;2.53;0.305;29.0;7.17;Quilograma"
"72221100;S/NVE;S/NVE;ESTADOS UNIDOS;4.58;86.6;20.6;18.1;13.5;12.3;28.4;4.58;86.6;20.6;18.1;13.5;12.3;28.4;871000.0;62200.0;62200.0;0.02;210.0;67.2;1480.0;356.0;0.0;4.22;1.58;22.3;5.85;Quilograma"
"72221100;S/NVE;S/NVE;ITALIA;8.87;785.0;239.0;12.3;329.0;8.9;508.0;8.87;785.0;239.0;12.3;329.0;8.9;508.0;15300.0;861.0;861.0;0.05;12.0;0.54;62.4;23.3;0.0;0.74;0.0;7.2;2.15;Quilograma"
"72221910;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.24;2.15;1.91;2.04;0.286;1.87;2.07;1.24;2.15;1.91;2.04;0.286;1.87;2.07;422000.0;211000.0;211000.0;239.0;2150.0;2070.0;5180.0;1430.0;0.0;45.7;30.1;152.0;52.6;Quilograma"
"72221910;S/NVE;S/NVE;INDIA;2.07;2.51;2.23;2.2;0.155;2.12;2.29;2.07;2.51;2.23;2.2;0.155;2.12;2.29;117000.0;52200.0;52200.0;26.7;395.0;288.0;869.0;358.0;2.06;32.4;11.9;134.0;47.3;Quilograma"
"72222000;S/NVE;S/NVE;ALEMANHA;5.12;2840000.0;284000.0;9.87;898000.0;6.56;24.5;5.12;2840000.0;284000.0;9.87;898000.0;6.56;24.5;41300.0;6460.0;6460.0;0.0;316.0;74.8;2550.0;787.0;0.23;2.0;1.58;4.99;1.68;Quilograma"
"72222000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.26;27.9;3.76;2.11;5.48;1.7;2.61;1.26;27.9;3.76;2.11;5.48;1.7;2.61;983000.0;492000.0;492000.0;0.08;2450.0;1680.0;8200.0;2760.0;0.0;66.3;24.0;264.0;85.0;Quilograma"
"72222000;S/NVE;S/NVE;ESTADOS UNIDOS;5.29;13600.0;250.0;12.8;1780.0;10.5;20.7;5.29;13600.0;250.0;12.8;1780.0;10.5;20.7;388000.0;25800.0;25800.0;0.0;1030.0;7.0;10800.0;2330.0;0.0;3.1;0.12;22.6;5.15;Quilograma"
"72222000;S/NVE;S/NVE;INDIA;1.12;29.8;4.43;2.5;6.31;2.28;3.49;1.12;29.8;4.43;2.5;6.31;2.28;3.49;906000.0;369000.0;369000.0;69.7;1020.0;795.0;3200.0;941.0;1.3;73.2;44.4;203.0;75.1;Quilograma"
"72222000;S/NVE;S/NVE;ITALIA;3.21;2940000.0;196000.0;8.54;761000.0;4.76;11.1;3.21;2940000.0;196000.0;8.54;761000.0;4.76;11.1;629000.0;150000.0;150000.0;0.0;290.0;31.5;1240.0;439.0;0.0;91.2;6.0;524.0;168.0;Quilograma"
"72223000;S/NVE;S/NVE;ALEMANHA;4.89;32.9;15.4;13.8;10.5;7.61;19.4;4.89;32.9;15.4;13.8;10.5;7.61;19.4;66800.0;3330.0;3330.0;33.7;305.0;268.0;610.0;255.0;0.15;20.4;1.06;110.0;44.0;Quilograma"
"72223000;S/NVE;S/NVE;ITALIA;3.71;86.2;23.5;12.2;31.1;8.6;17.6;3.71;86.2;23.5;12.2;31.1;8.6;17.6;16800.0;2030.0;2030.0;0.22;103.0;12.7;576.0;231.0;0.0;2.86;0.39;14.3;5.66;Quilograma"
"72224090;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.22;80.4;8.91;1.42;23.7;1.33;2.09;1.22;80.4;8.91;1.42;23.7;1.33;2.09;408000.0;210000.0;210000.0;74.7;2010.0;299.0;11000.0;3290.0;0.0;39.4;8.31;217.0;67.6;Quilograma"
"72224090;S/NVE;S/NVE;INDIA;1.88;2.34;2.15;2.12;0.149;2.08;2.28;1.88;2.34;2.15;2.12;0.149;2.08;2.28;197000.0;93000.0;93000.0;43.9;884.0;644.0;2470.0;936.0;3.22;59.9;22.7;139.0;64.6;Quilograma"
"72230000;S/NVE;S/NVE;ALEMANHA;0.946;2860.0;195.0;7.42;670.0;6.05;49.5;0.946;2860.0;195.0;7.42;670.0;6.05;49.5;105000.0;13400.0;13400.0;0.09;202.0;89.2;1030.0;296.0;0.0;2.86;2.72;9.77;3.07;Quilograma"
"72230000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.55;537.0;21.9;8.5;80.6;4.76;13.2;0.55;537.0;21.9;8.5;80.6;4.76;13.2;436000.0;88000.0;88000.0;0.03;602.0;86.7;5000.0;1230.0;0.0;9.15;0.0;142.0;25.5;Quilograma"
"72230000;S/NVE;S/NVE;ESTADOS UNIDOS;5.23;40700.0;3440.0;45.0;9230.0;18.5;224.0;5.23;40700.0;3440.0;45.0;9230.0;18.5;224.0;1100000.0;43300.0;43300.0;0.01;3020.0;56.5;29000.0;7630.0;0.0;18.7;0.055;217.0;43.8;Quilograma"
"72230000;S/NVE;S/NVE;FRANCA;4.78;478.0;138.0;5.9;207.0;5.37;196.0;4.78;478.0;138.0;5.9;207.0;5.37;196.0;152000.0;28200.0;28200.0;19.9;225.0;267.0;293.0;116.0;0.0;6.37;0.22;17.9;8.75;Quilograma"
"72230000;S/NVE;S/NVE;INDIA;1.0;370.0;24.4;3.74;83.9;3.35;4.81;1.0;370.0;24.4;3.74;83.9;3.35;4.81;697000.0;187000.0;187000.0;5.0;976.0;598.0;3400.0;1080.0;0.0;63.1;16.0;400.0;101.0;Quilograma"
"72249000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.22;176.0;37.0;2.83;77.9;1.26;3.57;1.22;176.0;37.0;2.83;77.9;1.26;3.57;119000.0;48400.0;48400.0;122.0;1040.0;775.0;2750.0;1000.0;0.0;70.1;42.0;243.0;100.0;Quilograma"
"72251100;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.62;3.47;2.17;1.88;0.545;1.73;2.68;1.62;3.47;2.17;1.88;0.545;1.73;2.68;7480000.0;3870000.0;3870000.0;90.4;18200.0;14100.0;47200.0;15000.0;0.0;204.0;107.0;1120.0;312.0;Quilograma"
"72251900;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.756;2770.0;51.3;0.796;374.0;0.786;0.869;0.756;2770.0;51.3;0.796;374.0;0.786;0.869;2160000.0;2650000.0;2650000.0;225.0;2290.0;2360.0;3110.0;373.0;0.0;36.8;48.7;87.2;22.4;Quilograma"
"72254090;S/NVE;S/NVE;ALEMANHA;0.987;2.86;1.97;2.13;0.553;1.61;2.26;0.987;2.86;1.97;2.13;0.553;1.61;2.26;233000.0;190000.0;190000.0;6.16;1070.0;466.0;5680.0;1820.0;0.0;6.02;2.74;21.7;7.59;Quilograma"
"72254090;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.663;2.42;1.48;1.25;0.701;1.12;1.96;0.663;2.42;1.48;1.25;0.701;1.12;1.96;990000.0;866000.0;866000.0;2740.0;7130.0;3250.0;18800.0;6910.0;76.7;177.0;141.0;334.0;99.7;Quilograma"
"72261900;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.835;94.7;19.6;0.862;41.9;0.835;1.14;0.835;94.7;19.6;0.862;41.9;0.835;1.14;46900.0;48400.0;48400.0;1.8;2460.0;1620.0;7100.0;2740.0;0.26;39.9;45.6;83.8;37.8;Quilograma"
"72269200;S/NVE;S/NVE;ALEMANHA;1.5;19.4;3.98;3.42;3.74;2.26;3.63;1.5;19.4;3.98;3.42;3.74;2.26;3.63;515000.0;188000.0;188000.0;4.31;1160.0;775.0;5540.0;1410.0;0.0;5.82;1.59;33.9;10.1;Quilograma"
