"ncm;nves;nves_nm;pais_origem;fob_kg_minimo_dolar_truncado;fob_kg_maximo_dolar_truncado;fob_kg_media_dolar_truncado;fob_kg_mediana_dolar_truncado;fob_kg_desvio_padrao_dolar_truncado;fob_kg_quartil1_truncado;fob_kg_quartil3_truncado;fob_ume_minimo_dolar_truncado;fob_ume_maximo_dolar_truncado;fob_ume_media_dolar_truncado;fob_ume_mediana_dolar_truncado;fob_ume_desvio_padrao_dolar_truncado;fob_ume_quartil1_truncado;fob_ume_quartil3_truncado;vmle_soma_dolar_truncado;peso_liq_soma_truncado;qtd_ume_soma_truncado;frete_minimo_dolar_truncado;frete_media_dolar_truncado;frete_mediana_dolar_truncado;frete_maximo_dolar_truncado;frete_desvio_padrao_dolar_truncado;seguro_minimo_dolar_truncado;seguro_media_dolar_truncado;seguro_mediana_dolar_truncado;seguro_maximo_dolar_truncado;seguro_desvio_padrao_dolar_truncado;ume"
"87089100;S/NVE;S/NVE;FORMOSA (TAIWAN);1.84;2460.0;191.0;16.8;655.0;10.8;24.5;2.69;117.0;49.0;40.6;33.0;22.2;69.1;39500.0;2370.0;1380.0;0.01;130.0;32.6;1020.0;267.0;0.0;1.95;0.975;6.73;2.45;Unidade"
"87089100;S/NVE;S/NVE;FRANCA;8.4;484.0;43.8;23.6;70.9;11.4;40.1;0.383;2220.0;148.0;37.0;343.0;5.64;134.0;177000.0;10400.0;37200.0;0.0;93.2;24.7;1490.0;214.0;0.0;0.863;0.305;9.9;1.65;Unidade"
"87089100;S/NVE;S/NVE;HUNGRIA, REPUBLICA DA;1.64;153.0;33.4;22.6;34.5;15.2;25.6;1.72;667.0;131.0;62.6;150.0;16.8;243.0;885000.0;46100.0;39800.0;0.0;199.0;62.3;1870.0;346.0;0.0;3.86;0.66;42.8;7.19;Unidade"
"87089100;S/NVE;S/NVE;INDIA;4.32;117.0;16.7;11.5;16.8;8.85;17.8;1.06;3540.0;142.0;23.0;544.0;11.7;72.8;469000.0;49200.0;26000.0;0.14;286.0;42.7;3410.0;607.0;0.0;3.3;0.7;46.0;7.56;Unidade"
"87089100;S/NVE;S/NVE;ITALIA;2.74;7660.0;78.7;16.4;622.0;15.2;31.7;0.115;7890.0;341.0;87.0;940.0;14.5;104.0;1080000.0;53200.0;152000.0;0.06;193.0;40.9;6150.0;690.0;0.0;1.74;0.33;36.4;4.86;Unidade"
"87089100;S/NVE;S/NVE;JAPAO;4.03;534.0;46.8;25.1;75.8;14.2;48.2;0.25;891.0;69.1;14.4;132.0;3.62;79.8;316000.0;20100.0;46200.0;0.04;73.7;15.2;1280.0;182.0;0.0;1.31;0.6;11.7;2.02;Unidade"
"87089100;S/NVE;S/NVE;MEXICO;5.65;201.0;43.9;18.1;52.5;15.5;37.0;0.66;209.0;43.7;30.5;52.0;2.59;57.4;102000.0;5810.0;45500.0;0.02;211.0;57.0;1940.0;365.0;0.0;0.343;0.12;2.92;0.578;Unidade"
"87089100;S/NVE;S/NVE;PAISES BAIXOS (HOLANDA);7.25;42.0;11.4;7.58;9.62;7.45;7.66;34.7;114.0;45.7;39.4;18.7;35.9;41.0;239000.0;28200.0;5640.0;0.52;174.0;63.6;2560.0;484.0;0.0;1.54;0.805;19.4;3.48;Unidade"
"87089100;S/NVE;S/NVE;PARAGUAI;6.51;14.0;10.6;10.3;2.4;9.45;12.1;112.0;228.0;160.0;157.0;37.8;136.0;182.0;124000.0;13600.0;847.0;120.0;161.0;150.0;200.0;27.6;0.0;16.7;0.0;73.9;31.2;Unidade"
"87089100;S/NVE;S/NVE;POLONIA, REPUBLICA DA;7.81;401.0;42.3;21.2;66.0;12.8;41.9;0.469;338.0;133.0;109.0;102.0;54.4;202.0;351000.0;23800.0;3820.0;0.05;106.0;24.7;1690.0;270.0;0.0;1.8;0.155;18.2;3.84;Unidade"
"87089100;S/NVE;S/NVE;REINO UNIDO;2.7;138.0;33.7;22.4;27.9;14.5;44.2;1.0;43500.0;1070.0;170.0;5090.0;46.2;272.0;430000.0;21700.0;98100.0;0.04;182.0;19.5;2850.0;498.0;0.0;2.47;0.42;35.9;5.75;Unidade"
"87089100;S/NVE;S/NVE;ROMENIA;8.66;64.2;20.9;18.8;12.3;16.1;21.5;2.65;330.0;32.9;11.7;60.3;3.5;44.7;101000.0;4880.0;6630.0;0.48;52.7;3.67;504.0;122.0;0.02;0.75;0.36;4.34;0.957;Unidade"
"87089100;S/NVE;S/NVE;SUECIA;3.88;205000.0;612.0;13.2;11000.0;9.76;15.4;0.892;1040.0;116.0;72.4;161.0;26.6;170.0;1810000.0;154000.0;28500.0;0.01;144.0;25.7;5810.0;458.0;0.0;1.2;0.25;44.7;3.18;Unidade"
"87089100;S/NVE;S/NVE;TAILANDIA;3.59;586.0;42.5;19.6;87.1;11.4;29.2;1.62;3430.0;66.3;7.98;373.0;3.75;31.9;524000.0;30900.0;25400.0;0.22;173.0;33.0;1660.0;333.0;0.0;3.48;0.669;36.2;6.34;Unidade"
"87089100;S/NVE;S/NVE;TCHECA, REPUBLICA;6.96;722.0;54.3;11.3;129.0;8.96;25.6;0.0671;5540.0;260.0;213.0;530.0;23.7;354.0;917000.0;92300.0;19100.0;0.0;141.0;43.9;1470.0;256.0;0.0;3.18;0.71;45.8;6.36;Unidade"
"87089100;S/NVE;S/NVE;TURQUIA;1.92;351.0;31.8;17.6;71.0;9.75;20.0;4.03;492.0;101.0;30.6;137.0;5.74;142.0;19900.0;3350.0;1560.0;0.08;224.0;7.61;1360.0;454.0;0.0;1.25;0.095;12.6;3.2;Unidade"
"87089200;S/NVE;S/NVE;ALEMANHA;0.655;2390.0;69.0;20.8;229.0;16.2;34.1;0.106;3510.0;180.0;80.8;485.0;21.3;132.0;2470000.0;129000.0;132000.0;0.0;233.0;19.8;4450.0;554.0;0.0;4.92;0.415;568.0;34.1;Unidade"
"87089200;S/NVE;S/NVE;ARGENTINA;5.25;19.8;13.7;14.0;4.11;10.5;17.1;1.45;217.0;65.0;52.5;51.8;29.7;87.7;6120.0;643.0;2910.0;0.63;115.0;2.86;1380.0;334.0;0.01;0.0866;0.03;0.62;0.165;Unidade"
"87089200;S/NVE;S/NVE;BELGICA;1.97;127.0;21.7;17.2;17.7;11.2;25.0;1.35;2740.0;124.0;54.9;319.0;32.0;109.0;767000.0;41500.0;9420.0;0.03;232.0;12.8;15400.0;1280.0;0.0;0.851;0.13;35.3;3.17;Unidade"
"87089200;S/NVE;S/NVE;CANADA;12.8;43.9;34.2;36.1;10.8;33.3;42.2;4.5;605.0;265.0;279.0;242.0;56.3;442.0;102000.0;4270.0;12200.0;2.96;551.0;69.3;3780.0;1240.0;0.02;7.3;3.69;32.7;10.0;Unidade"
"87089200;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.384;952.0;29.3;10.4;69.9;5.68;37.7;0.243;1340.0;43.2;15.9;109.0;3.32;52.7;1190000.0;169000.0;416000.0;0.0;552.0;127.0;12700.0;1150.0;0.0;4.35;0.15;178.0;14.8;Unidade"
"87089200;S/NVE;S/NVE;COREIA (DO SUL), REPUBLICA DA;1.07;126.0;34.1;15.2;39.1;3.16;61.7;0.37;434.0;126.0;98.8;130.0;24.8;167.0;216000.0;7840.0;1550.0;0.04;308.0;125.0;1800.0;453.0;0.0;0.429;0.0;6.49;1.43;Unidade"
"87089200;S/NVE;S/NVE;ESPANHA;4.18;261.0;16.6;9.93;32.8;8.14;10.0;0.811;256.0;11.9;5.24;43.3;0.822;5.29;339000.0;22600.0;94700.0;0.0;90.8;3.53;1490.0;279.0;0.0;4.19;0.04;120.0;16.6;Unidade"
"87089200;S/NVE;S/NVE;ESTADOS UNIDOS;0.013;56400.0;704.0;35.4;5680.0;21.7;57.4;0.17;6320.0;703.0;251.0;1140.0;50.5;690.0;438000.0;13700.0;32800.0;0.0;245.0;18.8;4550.0;721.0;0.0;1.46;0.36;22.4;2.94;Unidade"
"87089200;S/NVE;S/NVE;FRANCA;3.07;616.0;67.6;34.0;101.0;11.0;72.8;0.603;5630.0;739.0;38.4;1750.0;18.7;185.0;343000.0;9370.0;21000.0;0.04;202.0;13.3;5490.0;797.0;0.0;2.61;0.145;45.6;7.54;Unidade"
"87089200;S/NVE;S/NVE;INDIA;2.69;30.3;9.07;6.46;6.68;4.55;11.8;0.32;522.0;39.6;7.13;122.0;1.44;15.3;723000.0;73900.0;337000.0;3.7;1160.0;288.0;5720.0;1630.0;0.0;52.0;0.55;502.0;113.0;Unidade"
"87089200;S/NVE;S/NVE;ITALIA;0.000857;657.0;35.8;14.0;75.3;8.23;40.2;0.0108;1910.0;148.0;134.0;229.0;14.6;182.0;554000.0;40800.0;54800.0;0.01;131.0;34.1;2130.0;307.0;0.0;2.41;0.7;81.5;7.75;Unidade"
"87089200;S/NVE;S/NVE;JAPAO;2.6;1180.0;46.9;16.6;140.0;11.5;39.4;0.165;880.0;49.9;4.85;115.0;1.61;62.9;585000.0;39600.0;103000.0;0.01;422.0;38.6;10000.0;1210.0;0.0;4.85;0.37;42.2;7.95;Unidade"
"87089200;S/NVE;S/NVE;MEXICO;6.42;81.4;18.0;13.2;14.9;10.4;20.0;1.55;812.0;81.1;27.9;127.0;4.34;108.0;724000.0;56100.0;84500.0;0.05;3110.0;179.0;40900.0;8590.0;0.0;5.21;0.53;83.4;12.9;Unidade"
"87089200;S/NVE;S/NVE;POLONIA, REPUBLICA DA;2.37;895.0;27.9;9.75;99.9;5.54;16.3;0.848;332.0;33.3;15.8;49.5;3.98;32.6;588000.0;40700.0;36400.0;0.0;172.0;11.9;3160.0;502.0;0.0;5.2;0.12;184.0;23.2;Unidade"
"87089200;S/NVE;S/NVE;REINO UNIDO;4.36;101.0;25.8;13.3;25.8;7.81;35.4;3.94;2020.0;383.0;116.0;515.0;63.5;826.0;45900.0;3170.0;165.0;2.58;164.0;19.8;1420.0;335.0;0.0;0.254;0.07;2.76;0.555;Unidade"
"87089200;S/NVE;S/NVE;SUECIA;3.05;564.0;21.6;15.4;42.2;10.2;21.5;0.165;2850.0;436.0;26.3;942.0;6.35;119.0;8860000.0;448000.0;76200.0;0.02;122.0;9.55;6220.0;437.0;0.0;1.99;0.11;51.9;7.17;Unidade"
"87089200;S/NVE;S/NVE;TAILANDIA;9.47;69.4;48.6;60.5;20.9;26.0;67.5;1.06;662.0;192.0;15.0;267.0;1.82;542.0;1090000.0;16300.0;12300.0;1.96;185.0;77.1;2310.0;462.0;0.02;32.1;2.95;170.0;51.8;Unidade"
"87089200;S/NVE;S/NVE;TCHECA, REPUBLICA;1.87;298.0;29.1;15.2;47.4;13.8;16.5;0.13;504.0;131.0;63.7;146.0;1.85;282.0;244000.0;22200.0;34500.0;0.12;378.0;56.0;2720.0;547.0;0.0;1.76;0.72;26.3;4.17;Unidade"
"87089200;S/NVE;S/NVE;TURQUIA;3.6;43.7;17.7;14.7;10.5;10.4;24.9;5.16;1150.0;97.2;36.3;238.0;16.9;80.9;55400.0;3810.0;1750.0;0.22;108.0;8.82;1080.0;262.0;0.01;3.02;0.81;22.5;5.67;Unidade"
"87089300;S/NVE;S/NVE;ALEMANHA;0.675;170000.0;489.0;18.9;8110.0;8.31;48.1;0.0148;873.0;101.0;46.2;135.0;2.56;151.0;4630000.0;458000.0;1190000.0;0.0;248.0;22.2;6200.0;684.0;0.0;2.33;0.525;55.0;5.58;Unidade"
"87089300;S/NVE;S/NVE;ARGENTINA;8.73;560.0;68.7;25.2;136.0;17.5;46.3;0.85;2240.0;178.0;5.95;555.0;3.56;65.0;9130.0;360.0;845.0;0.0;14.4;3.95;81.6;23.6;0.0;1.29;0.05;16.3;4.04;Unidade"
"87089300;S/NVE;S/NVE;AUSTRIA;26.6;476.0;135.0;112.0;130.0;42.2;127.0;3.79;131.0;20.0;10.0;35.4;5.79;15.0;58500.0;864.0;6200.0;0.08;46.5;1.47;236.0;83.5;0.0;1.56;0.445;7.71;2.37;Unidade"
"87089300;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.398;6470.0;45.4;10.5;433.0;5.45;18.7;0.1;892.0;36.0;7.46;102.0;3.2;20.8;2600000.0;407000.0;710000.0;0.0;319.0;55.9;6000.0;709.0;0.0;4.67;0.12;102.0;12.5;Unidade"
"87089300;S/NVE;S/NVE;COREIA (DO SUL), REPUBLICA DA;1.94;115.0;16.9;12.8;17.0;6.36;22.1;3.26;416.0;21.2;10.0;52.7;6.75;16.9;574000.0;78800.0;39800.0;0.07;269.0;58.9;3310.0;607.0;0.0;2.54;0.18;49.6;7.96;Unidade"
"87089300;S/NVE;S/NVE;ESLOVACA, REPUBLICA;1.5;2010.0;139.0;15.6;452.0;10.5;29.1;0.533;301.0;59.9;5.24;87.6;2.7;76.9;118000.0;8930.0;16600.0;0.12;137.0;38.5;1030.0;230.0;0.0;1.9;0.365;14.7;3.63;Unidade"
"87089300;S/NVE;S/NVE;ESPANHA;3.25;465.0;57.0;7.69;143.0;4.71;15.3;0.111;3170.0;321.0;2.57;1000.0;0.604;4.22;72400.0;16600.0;31100.0;0.17;146.0;10.9;903.0;300.0;0.0;1.69;0.315;13.5;4.18;Unidade"
"87089300;S/NVE;S/NVE;ESTADOS UNIDOS;2.1;6770.0;150.0;39.1;663.0;21.0;68.0;0.652;1280.0;125.0;27.3;228.0;9.03;128.0;647000.0;42300.0;54800.0;0.03;166.0;26.0;5040.0;549.0;0.0;6.4;1.1;73.1;12.9;Unidade"
"87089300;S/NVE;S/NVE;FORMOSA (TAIWAN);6.9;56.2;28.0;23.2;15.6;18.8;40.4;0.97;79.5;25.3;14.5;28.6;6.76;25.1;12600.0;543.0;867.0;0.22;16.9;4.66;175.0;44.0;0.0;0.7;0.0;10.3;2.66;Unidade"
"87089300;S/NVE;S/NVE;FRANCA;3.11;1770.0;54.1;17.2;149.0;7.3;37.9;0.135;739.0;34.9;15.0;76.6;4.21;31.5;1350000.0;158000.0;288000.0;0.0;316.0;20.5;10200.0;1100.0;0.0;1.52;0.35;64.0;4.81;Unidade"
"87089300;S/NVE;S/NVE;HUNGRIA, REPUBLICA DA;3.72;1820.0;91.7;13.5;347.0;5.25;28.8;0.389;315.0;57.5;37.5;64.9;13.6;68.1;371000.0;71500.0;22000.0;0.04;676.0;146.0;4110.0;1010.0;0.0;4.87;2.12;23.2;6.58;Unidade"
"87089300;S/NVE;S/NVE;INDIA;0.503;16600.0;264.0;9.0;2000.0;6.84;27.5;0.00448;249.0;26.8;10.6;49.7;3.0;18.4;347000.0;40300.0;208000.0;0.0;734.0;61.1;14200.0;2480.0;0.0;1.6;0.61;20.1;3.06;Unidade"
"87089300;S/NVE;S/NVE;ITALIA;1.12;13100.0;94.8;19.9;823.0;13.9;27.5;0.204;530.0;37.8;17.0;62.9;8.47;40.7;1400000.0;90200.0;182000.0;0.01;92.5;7.21;9600.0;621.0;0.0;1.75;0.28;67.9;6.23;Unidade"
"87089300;S/NVE;S/NVE;JAPAO;7.6;278.0;50.9;42.0;56.1;13.1;64.0;0.44;87.9;12.0;5.72;17.1;2.28;15.3;18000.0;536.0;6240.0;0.05;15.7;5.98;119.0;25.4;0.0;0.113;0.06;0.81;0.165;Unidade"
"87089300;S/NVE;S/NVE;MEXICO;2.04;1590.0;86.7;16.0;274.0;9.81;45.2;3.2;399.0;80.6;33.1;106.0;18.3;95.3;233000.0;20600.0;15200.0;0.19;234.0;15.1;1920.0;415.0;0.0;1.78;0.14;16.6;3.67;Unidade"
"87089300;S/NVE;S/NVE;POLONIA, REPUBLICA DA;10.1;171.0;45.3;33.4;41.3;22.3;52.4;0.833;134.0;61.0;6.03;64.3;3.43;133.0;150000.0;4530.0;3040.0;0.05;4.8;2.4;21.7;5.23;0.0;1.6;0.1;7.78;2.31;Unidade"
"87089300;S/NVE;S/NVE;REINO UNIDO;5.11;92.7;28.1;17.5;24.4;10.6;42.9;3.85;280.0;95.3;86.9;60.2;58.8;114.0;178000.0;16000.0;1870.0;0.07;173.0;53.6;2470.0;418.0;0.0;1.66;0.455;21.9;3.62;Unidade"
"87089300;S/NVE;S/NVE;SUECIA;5.66;422.0;38.5;16.4;68.7;9.71;37.4;0.41;570.0;101.0;37.4;148.0;1.06;147.0;1200000.0;34000.0;18300.0;0.01;120.0;14.2;1440.0;271.0;0.0;3.08;0.09;99.7;12.5;Unidade"
"87089300;S/NVE;S/NVE;TAILANDIA;4.46;135.0;34.8;19.6;39.3;6.04;32.4;0.785;166.0;12.4;7.47;21.4;3.98;10.1;143000.0;17400.0;15300.0;0.2;321.0;18.3;13600.0;1630.0;0.0;0.856;0.41;11.1;1.95;Unidade"
"87089300;S/NVE;S/NVE;TCHECA, REPUBLICA;16.7;246.0;58.5;43.7;54.5;29.8;49.7;0.85;194.0;26.2;10.1;46.8;6.63;16.1;174000.0;5000.0;15600.0;0.06;23.4;1.6;199.0;42.6;0.0;1.15;0.21;13.2;2.66;Unidade"
"87089300;S/NVE;S/NVE;TURQUIA;3.45;490.0;24.4;9.77;64.1;5.22;24.8;0.359;809.0;46.2;16.9;110.0;4.46;40.0;289000.0;37800.0;32700.0;0.0;862.0;16.6;11900.0;2390.0;0.0;1.14;0.14;15.6;2.63;Unidade"
"87089411;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;3.96;25.9;9.81;6.83;6.03;5.85;11.6;4.0;34.4;14.1;12.6;6.92;10.9;13.5;21700.0;2950.0;1760.0;0.27;36.8;7.13;143.0;45.7;0.0;0.513;0.08;2.93;0.763;Unidade"
"87089411;S/NVE;S/NVE;ESTADOS UNIDOS;8.01;291.0;33.8;15.2;62.9;13.3;29.8;6.69;133.0;46.3;28.9;40.0;23.7;48.3;25900.0;1960.0;1040.0;0.03;54.4;26.6;445.0;102.0;0.0;0.81;0.57;2.34;0.741;Unidade"
"87089411;S/NVE;S/NVE;ITALIA;6.01;591.0;41.0;12.2;113.0;8.26;15.2;11.7;25.1;17.1;17.8;4.09;12.5;20.3;54600.0;4230.0;3540.0;0.98;69.5;10.9;697.0;163.0;0.02;1.3;0.545;6.51;1.99;Unidade"
"87089412;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;4.15;209.0;22.4;20.5;26.2;20.5;20.5;3.11;546.0;85.2;67.4;76.3;67.4;107.0;39000.0;2300.0;1500.0;0.54;15.8;14.1;102.0;15.7;0.0;0.23;0.0;8.63;1.2;Unidade"
"87089412;S/NVE;S/NVE;ITALIA;7.44;25700.0;942.0;15.3;4860.0;10.8;20.6;38.8;275.0;148.0;104.0;91.5;76.1;263.0;128000.0;7870.0;1190.0;0.0;104.0;19.9;1530.0;292.0;0.0;2.18;0.255;13.1;3.77;Unidade"
"87089481;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;3.98;132.0;29.8;26.8;32.4;7.7;31.7;4.01;432.0;47.7;42.0;70.0;4.78;50.6;420000.0;34500.0;50600.0;0.2;829.0;169.0;4040.0;1270.0;0.0;20.0;0.0;148.0;38.9;Unidade"
"87089481;S/NVE;S/NVE;INDIA;11.1;72.5;36.0;29.6;19.7;20.9;48.6;36.8;121.0;63.1;43.1;32.0;40.2;87.5;645000.0;22300.0;11700.0;2.03;3150.0;149.0;33800.0;8040.0;0.02;4.56;1.94;14.2;5.01;Unidade"
"87089481;S/NVE;S/NVE;ITALIA;8.92;167.0;34.4;9.73;52.0;8.94;36.5;19.8;306.0;70.0;34.1;90.4;34.0;68.4;14700.0;1180.0;447.0;0.62;30.0;25.0;110.0;29.3;0.01;0.328;0.22;1.72;0.403;Unidade"
"87089481;S/NVE;S/NVE;JAPAO;6.06;250.0;64.7;31.8;78.6;17.1;41.6;9.91;410.0;114.0;41.7;154.0;29.7;49.7;291000.0;7290.0;5660.0;0.69;47.2;26.0;166.0;46.1;0.08;3.47;1.98;16.7;4.41;Unidade"
"87089481;S/NVE;S/NVE;MEXICO;6.22;46200.0;847.0;39.1;5620.0;24.0;353.0;19.5;1480.0;114.0;92.4;180.0;29.5;160.0;1270000.0;32700.0;22600.0;0.08;2910.0;676.0;21100.0;4460.0;0.0;3.81;2.36;29.3;5.44;Unidade"
"87089481;S/NVE;S/NVE;ROMENIA;8.36;821.0;48.2;22.6;83.5;16.8;63.0;20.2;1040.0;113.0;73.4;140.0;49.7;129.0;945000.0;41400.0;13500.0;0.16;184.0;48.4;11800.0;997.0;0.0;1.71;0.66;31.3;3.25;Unidade"
"87089481;S/NVE;S/NVE;TAILANDIA;7.25;178.0;50.5;39.4;41.2;32.8;54.6;10.2;411.0;88.5;55.4;104.0;50.4;82.0;526000.0;16000.0;12100.0;4.12;625.0;232.0;4500.0;1070.0;0.17;11.6;4.83;100.0;21.6;Unidade"
"87089482;S/NVE;S/NVE;ALEMANHA;3.94;732.0;44.4;11.5;110.0;8.43;30.1;1.12;1350.0;135.0;104.0;210.0;55.5;131.0;439000.0;43400.0;6000.0;0.29;51.6;13.6;630.0;107.0;0.0;2.8;1.78;20.4;3.91;Unidade"
"87089482;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;2.01;53.5;15.8;15.1;11.1;7.65;24.6;0.175;514.0;136.0;81.8;99.5;81.8;208.0;10800000.0;578000.0;77300.0;1.8;1240.0;110.0;22000.0;3070.0;0.0;27.4;0.0;872.0;105.0;Unidade"
"87089482;S/NVE;S/NVE;ESTADOS UNIDOS;5.63;197.0;51.5;37.2;57.6;18.0;50.8;3.38;388.0;108.0;75.7;115.0;51.6;115.0;9290.0;443.0;137.0;1.11;47.5;31.4;119.0;48.7;0.0;0.186;0.02;0.95;0.339;Unidade"
"87089482;S/NVE;S/NVE;FRANCA;7.63;133.0;27.1;18.2;29.5;8.04;21.4;9.89;408.0;111.0;56.1;117.0;32.3;100.0;161000.0;12100.0;2880.0;0.21;81.8;44.3;346.0;88.5;0.0;0.805;0.2;7.5;1.61;Unidade"
"87089482;S/NVE;S/NVE;HUNGRIA, REPUBLICA DA;12.6;159.0;39.5;37.3;28.7;28.1;37.3;63.3;815.0;136.0;111.0;150.0;72.5;119.0;482000.0;21000.0;5990.0;0.17;102.0;4.01;1770.0;300.0;0.01;3.17;1.75;18.6;4.09;Unidade"
"87089482;S/NVE;S/NVE;ITALIA;2.18;1090.0;49.2;17.4;181.0;16.8;17.7;29.8;545.0;119.0;85.1;123.0;60.4;114.0;254000.0;12400.0;2420.0;1.14;117.0;67.6;656.0;137.0;0.0;2.81;1.97;10.5;2.86;Unidade"
"87089482;S/NVE;S/NVE;JAPAO;16.0;287.0;97.1;20.5;122.0;19.0;167.0;56.0;2580.0;776.0;102.0;1160.0;61.7;1370.0;75100.0;508.0;103.0;2.99;328.0;12.0;1070.0;489.0;0.04;5.47;0.15;19.5;9.04;Unidade"
"87089482;S/NVE;S/NVE;MEXICO;16.1;520.0;67.0;24.5;106.0;23.8;67.0;17.5;402.0;229.0;221.0;93.7;211.0;235.0;4080000.0;172000.0;18700.0;0.13;949.0;87.2;3730.0;1230.0;0.0;21.9;1.79;111.0;30.9;Unidade"
"87089482;S/NVE;S/NVE;SUECIA;10.4;32.7;15.6;14.0;4.66;12.2;18.8;42.9;173.0;84.9;83.4;35.1;49.3;110.0;1190000.0;90300.0;13800.0;0.45;319.0;52.0;7040.0;808.0;0.0;2.38;0.91;29.9;4.93;Unidade"
"87089482;S/NVE;S/NVE;TURQUIA;3.22;9.85;6.0;5.46;1.84;5.29;6.82;11.0;92.1;40.3;32.4;20.4;27.9;55.0;82900.0;17900.0;2350.0;3.67;965.0;79.6;8680.0;2290.0;0.0;3.8;2.12;21.1;5.67;Unidade"
"87089483;S/NVE;S/NVE;ALEMANHA;6.95;151.0;37.2;15.2;41.1;9.38;53.5;4.9;4400.0;606.0;415.0;581.0;383.0;762.0;740000.0;43100.0;3640.0;0.01;274.0;73.8;3010.0;504.0;0.0;2.97;1.01;45.7;7.73;Unidade"
"87089483;S/NVE;S/NVE;ARGENTINA;11.1;25.4;15.6;14.7;3.59;13.3;17.5;41.3;381.0;141.0;137.0;70.2;137.0;175.0;472000.0;40500.0;9220.0;3.28;357.0;12.5;5380.0;1130.0;0.03;2.3;0.23;44.0;9.11;Unidade"
"87089483;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.18;32.1;15.2;13.4;7.98;7.9;23.0;6.03;1000.0;472.0;157.0;456.0;56.1;1000.0;2380000.0;323000.0;56200.0;0.04;801.0;48.0;8640.0;1730.0;0.0;16.2;0.0;213.0;40.0;Unidade"
"87089483;S/NVE;S/NVE;COREIA (DO SUL), REPUBLICA DA;2.7;26.2;13.9;11.9;7.89;11.3;17.4;40.6;242.0;99.4;64.2;76.8;40.6;123.0;20700.0;3170.0;400.0;4.19;150.0;71.6;570.0;185.0;0.0;0.256;0.055;1.84;0.564;Unidade"
"87089483;S/NVE;S/NVE;ESTADOS UNIDOS;16.4;131.0;36.8;24.1;26.9;20.6;49.6;7.11;794.0;420.0;383.0;204.0;370.0;495.0;2870000.0;138000.0;7510.0;0.06;1090.0;351.0;5260.0;1330.0;0.0;11.3;1.75;56.6;13.8;Unidade"
"87089483;S/NVE;S/NVE;HUNGRIA, REPUBLICA DA;6.16;120.0;54.0;53.3;31.5;50.9;62.0;300.0;1830.0;879.0;880.0;432.0;870.0;918.0;10800.0;291.0;14.0;3.92;147.0;65.9;619.0;206.0;0.0;0.442;0.1;1.36;0.526;Unidade"
"87089483;S/NVE;S/NVE;JAPAO;6.65;69.0;23.3;22.0;16.1;9.26;30.0;44.7;469.0;232.0;244.0;147.0;45.3;317.0;103000.0;8810.0;1170.0;0.49;204.0;105.0;1370.0;336.0;0.0;3.58;3.84;8.32;3.11;Unidade"
"87089483;S/NVE;S/NVE;MEXICO;10.7;2910.0;159.0;52.8;553.0;10.7;102.0;69.0;2090.0;585.0;177.0;600.0;69.0;915.0;487000.0;40800.0;6330.0;0.38;280.0;176.0;1180.0;332.0;0.0;2.85;1.28;10.4;3.26;Unidade"
"87089490;S/NVE;S/NVE;ALEMANHA;2.63;18400.0;107.0;23.2;1040.0;10.6;43.0;2.63;18400.0;107.0;23.2;1040.0;10.6;43.0;1390000.0;70500.0;70500.0;0.01;145.0;13.6;4050.0;414.0;0.0;0.912;0.34;22.2;2.08;Quilograma"
"87089490;S/NVE;S/NVE;ARGENTINA;0.642;131.0;13.2;6.83;21.9;4.83;10.7;0.642;131.0;13.2;6.83;21.9;4.83;10.7;469000.0;65900.0;65900.0;0.11;314.0;48.3;1130.0;433.0;0.0;8.8;1.62;73.9;15.5;Quilograma"
"87089490;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.189;145.0;15.1;8.97;21.2;6.32;11.0;0.189;145.0;15.1;8.97;21.2;6.32;11.0;3500000.0;508000.0;508000.0;0.0;521.0;37.7;5800.0;1100.0;0.0;12.1;0.01;233.0;47.0;Quilograma"
"87089490;S/NVE;S/NVE;COREIA (DO SUL), REPUBLICA DA;2.72;243.0;28.5;14.8;40.8;9.25;28.9;2.72;243.0;28.5;14.8;40.8;9.25;28.9;769000.0;69700.0;69700.0;0.07;284.0;57.4;1620.0;417.0;0.0;0.905;0.26;7.4;1.68;Quilograma"
"87089490;S/NVE;S/NVE;ESLOVACA, REPUBLICA;8.52;52.8;20.5;9.93;17.3;8.9;33.3;8.52;52.8;20.5;9.93;17.3;8.9;33.3;69900.0;8020.0;8020.0;0.46;531.0;2.38;2320.0;883.0;0.0;5.15;0.0849;24.7;9.12;Quilograma"
"87089490;S/NVE;S/NVE;ESPANHA;0.988;3830.0;44.9;7.23;350.0;3.5;11.3;0.988;3830.0;44.9;7.23;350.0;3.5;11.3;1470000.0;391000.0;391000.0;0.03;293.0;66.8;4640.0;542.0;0.0;1.97;0.665;30.5;3.58;Quilograma"
